Year          Age         mx       qx    ax      lx      dx      Lx       Tx     ex
  1947           0     0.09845  0.09218  0.31  100000    9218   93632  4981260  49.81
  1947           1     0.03429  0.03371  0.50   90782    3060   89252  4887628  53.84
  1947           2     0.01675  0.01661  0.50   87722    1457   86993  4798376  54.70
  1947           3     0.01168  0.01161  0.50   86264    1002   85763  4711383  54.62
  1947           4     0.00732  0.00730  0.50   85263     622   84952  4625620  54.25
  1947           5     0.00520  0.00519  0.50   84640     439   84421  4540668  53.65
  1947           6     0.00391  0.00391  0.50   84201     329   84037  4456248  52.92
  1947           7     0.00333  0.00333  0.50   83872     279   83733  4372211  52.13
  1947           8     0.00243  0.00243  0.50   83593     203   83492  4288478  51.30
  1947           9     0.00226  0.00226  0.50   83390     189   83296  4204987  50.43
  1947          10     0.00197  0.00197  0.50   83202     164   83120  4121691  49.54
  1947          11     0.00177  0.00177  0.50   83038     147   82964  4038571  48.64
  1947          12     0.00171  0.00171  0.50   82891     142   82820  3955607  47.72
  1947          13     0.00181  0.00181  0.50   82749     150   82674  3872787  46.80
  1947          14     0.00207  0.00206  0.50   82599     170   82514  3790112  45.89
  1947          15     0.00269  0.00268  0.50   82429     221   82319  3707598  44.98
  1947          16     0.00322  0.00322  0.50   82208     265   82076  3625279  44.10
  1947          17     0.00420  0.00419  0.50   81943     343   81772  3543204  43.24
  1947          18     0.00547  0.00546  0.50   81600     445   81378  3461432  42.42
  1947          19     0.00677  0.00674  0.50   81155     547   80881  3380054  41.65
  1947          20     0.00764  0.00761  0.50   80607     613   80301  3299173  40.93
  1947          21     0.00839  0.00836  0.50   79994     668   79660  3218872  40.24
  1947          22     0.00878  0.00874  0.50   79326     694   78979  3139213  39.57
  1947          23     0.00921  0.00917  0.50   78632     721   78271  3060234  38.92
  1947          24     0.00915  0.00911  0.50   77911     710   77556  2981962  38.27
  1947          25     0.00911  0.00907  0.50   77201     700   76851  2904406  37.62
  1947          26     0.00886  0.00882  0.50   76501     675   76163  2827555  36.96
  1947          27     0.00881  0.00877  0.50   75826     665   75493  2751392  36.29
  1947          28     0.00822  0.00818  0.50   75161     615   74853  2675898  35.60
  1947          29     0.00849  0.00846  0.50   74546     630   74230  2601045  34.89
  1947          30     0.00807  0.00803  0.50   73915     594   73618  2526815  34.19
  1947          31     0.00807  0.00804  0.50   73321     590   73027  2453196  33.46
  1947          32     0.00845  0.00842  0.50   72732     612   72426  2380170  32.73
  1947          33     0.00850  0.00846  0.50   72119     610   71814  2307744  32.00
  1947          34     0.00829  0.00826  0.50   71509     590   71214  2235930  31.27
  1947          35     0.00842  0.00838  0.50   70919     594   70622  2164716  30.52
  1947          36     0.00842  0.00839  0.50   70324     590   70029  2094095  29.78
  1947          37     0.00879  0.00876  0.50   69734     611   69429  2024065  29.03
  1947          38     0.00876  0.00873  0.50   69124     603   68822  1954636  28.28
  1947          39     0.00879  0.00875  0.50   68521     600   68221  1885814  27.52
  1947          40     0.00933  0.00928  0.50   67921     630   67606  1817593  26.76
  1947          41     0.00928  0.00923  0.50   67291     621   66980  1749987  26.01
  1947          42     0.00967  0.00963  0.50   66669     642   66348  1683007  25.24
  1947          43     0.01022  0.01017  0.50   66027     671   65692  1616659  24.48
  1947          44     0.01079  0.01073  0.50   65356     701   65005  1550967  23.73
  1947          45     0.01106  0.01100  0.50   64655     711   64299  1485962  22.98
  1947          46     0.01162  0.01155  0.50   63943     739   63574  1421663  22.23
  1947          47     0.01254  0.01246  0.50   63205     787   62811  1358089  21.49
  1947          48     0.01308  0.01299  0.50   62417     811   62012  1295278  20.75
  1947          49     0.01440  0.01430  0.50   61606     881   61166  1233266  20.02
  1947          50     0.01458  0.01448  0.50   60725     879   60286  1172100  19.30
  1947          51     0.01623  0.01610  0.50   59846     963   59365  1111814  18.58
  1947          52     0.01748  0.01733  0.50   58883    1020   58373  1052450  17.87
  1947          53     0.01918  0.01899  0.50   57863    1099   57313   994077  17.18
  1947          54     0.02037  0.02017  0.50   56764    1145   56191   936764  16.50
  1947          55     0.02133  0.02110  0.50   55619    1174   55032   880572  15.83
  1947          56     0.02290  0.02264  0.50   54445    1233   53829   825540  15.16
  1947          57     0.02635  0.02601  0.50   53213    1384   52521   771711  14.50
  1947          58     0.02938  0.02895  0.50   51829    1501   51078   719191  13.88
  1947          59     0.02979  0.02935  0.50   50328    1477   49589   668113  13.28
  1947          60     0.03566  0.03504  0.50   48851    1712   47995   618523  12.66
  1947          61     0.03687  0.03621  0.50   47139    1707   46286   570528  12.10
  1947          62     0.04095  0.04013  0.50   45432    1823   44521   524243  11.54
  1947          63     0.04444  0.04347  0.50   43609    1896   42661   479722  11.00
  1947          64     0.04869  0.04753  0.50   41713    1983   40722   437061  10.48
  1947          65     0.05345  0.05206  0.50   39731    2068   38697   396338   9.98
  1947          66     0.05700  0.05542  0.50   37662    2087   36619   357642   9.50
  1947          67     0.06198  0.06012  0.50   35575    2139   34506   321023   9.02
  1947          68     0.06801  0.06578  0.50   33437    2199   32337   286517   8.57
  1947          69     0.07189  0.06940  0.50   31237    2168   30153   254180   8.14
  1947          70     0.08077  0.07763  0.50   29069    2257   27941   224027   7.71
  1947          71     0.08406  0.08067  0.50   26813    2163   25731   196086   7.31
  1947          72     0.09242  0.08834  0.50   24650    2177   23561   170355   6.91
  1947          73     0.10123  0.09635  0.50   22472    2165   21390   146794   6.53
  1947          74     0.10556  0.10027  0.50   20307    2036   19289   125404   6.18
  1947          75     0.11757  0.11104  0.50   18271    2029   17256   106115   5.81
  1947          76     0.12255  0.11547  0.50   16242    1876   15304    88859   5.47
  1947          77     0.13729  0.12848  0.50   14366    1846   13444    73555   5.12
  1947          78     0.15974  0.14793  0.50   12521    1852   11595    60111   4.80
  1947          79     0.16966  0.15639  0.50   10669    1668    9834    48517   4.55
  1947          80     0.17657  0.16224  0.50    9000    1460    8270    38682   4.30
  1947          81     0.19731  0.17959  0.50    7540    1354    6863    30412   4.03
  1947          82     0.21253  0.19212  0.50    6186    1188    5592    23549   3.81
  1947          83     0.23376  0.20930  0.50    4997    1046    4474    17958   3.59
  1947          84     0.22951  0.20588  0.50    3951     814    3545    13483   3.41
  1947          85     0.26700  0.23556  0.50    3138     739    2768     9939   3.17
  1947          86     0.29206  0.25484  0.50    2399     611    2093     7170   2.99
  1947          87     0.31303  0.27067  0.50    1787     484    1546     5077   2.84
  1947          88     0.32094  0.27656  0.50    1304     361    1123     3532   2.71
  1947          89     0.34248  0.29241  0.50     943     276     805     2408   2.55
  1947          90     0.35379  0.30061  0.50     667     201     567     1603   2.40
  1947          91     0.42268  0.34893  0.50     467     163     385     1036   2.22
  1947          92     0.43181  0.35513  0.50     304     108     250      651   2.14
  1947          93     0.45462  0.37042  0.50     196      73     160      401   2.05
  1947          94     0.47949  0.38676  0.50     123      48     100      241   1.96
  1947          95     0.50206  0.40132  0.50      76      30      60      142   1.87
  1947          96     0.52761  0.41748  0.50      45      19      36       81   1.79
  1947          97     0.55301  0.43322  0.50      26      11      21       45   1.72
  1947          98     0.57814  0.44849  0.50      15       7      12       25   1.66
  1947          99     0.60287  0.46323  0.50       8       4       6       13   1.59
  1947         100     0.62709  0.47740  0.50       4       2       3        7   1.54
  1947         101     0.65068  0.49095  0.50       2       1       2        3   1.49
  1947         102     0.67356  0.50387  0.50       1       1       1        2   1.44
  1947         103     0.69564  0.51612  0.50       1       0       0        1   1.40
  1947         104     0.71686  0.52771  0.50       0       0       0        0   1.36
  1947         105     0.73715  0.53863  0.50       0       0       0        0   1.33
  1947         106     0.75649  0.54888  0.50       0       0       0        0   1.30
  1947         107     0.77483  0.55847  0.50       0       0       0        0   1.27
  1947         108     0.79218  0.56743  0.50       0       0       0        0   1.25
  1947         109     0.80852  0.57576  0.50       0       0       0        0   1.23
  1947         110+    0.82386  1.00000  1.21       0       0       0        0   1.21
  1948           0     0.06881  0.06535  0.23  100000    6535   94966  5505297  55.05
  1948           1     0.02014  0.01994  0.50   93465    1863   92534  5410331  57.89
  1948           2     0.00962  0.00957  0.50   91602     877   91164  5317798  58.05
  1948           3     0.00706  0.00703  0.50   90725     638   90406  5226634  57.61
  1948           4     0.00521  0.00520  0.50   90087     468   89853  5136228  57.01
  1948           5     0.00352  0.00352  0.50   89619     315   89461  5046374  56.31
  1948           6     0.00291  0.00291  0.50   89304     259   89174  4956913  55.51
  1948           7     0.00249  0.00248  0.50   89044     221   88934  4867739  54.67
  1948           8     0.00208  0.00208  0.50   88823     185   88731  4778805  53.80
  1948           9     0.00172  0.00171  0.50   88638     152   88562  4690075  52.91
  1948          10     0.00173  0.00173  0.50   88486     153   88410  4601512  52.00
  1948          11     0.00142  0.00142  0.50   88333     125   88271  4513102  51.09
  1948          12     0.00146  0.00146  0.50   88208     129   88144  4424832  50.16
  1948          13     0.00145  0.00144  0.50   88079     127   88016  4336688  49.24
  1948          14     0.00167  0.00166  0.50   87952     146   87879  4248673  48.31
  1948          15     0.00205  0.00205  0.50   87806     180   87716  4160794  47.39
  1948          16     0.00264  0.00263  0.50   87626     231   87510  4073078  46.48
  1948          17     0.00340  0.00339  0.50   87395     297   87246  3985568  45.60
  1948          18     0.00424  0.00423  0.50   87098     369   86914  3898322  44.76
  1948          19     0.00540  0.00538  0.50   86729     467   86496  3811408  43.95
  1948          20     0.00631  0.00630  0.50   86263     543   85991  3724912  43.18
  1948          21     0.00697  0.00695  0.50   85720     595   85422  3638921  42.45
  1948          22     0.00743  0.00740  0.50   85124     630   84809  3553499  41.74
  1948          23     0.00799  0.00796  0.50   84494     672   84158  3468690  41.05
  1948          24     0.00822  0.00818  0.50   83822     686   83479  3384532  40.38
  1948          25     0.00813  0.00810  0.50   83136     673   82799  3301053  39.71
  1948          26     0.00777  0.00774  0.50   82463     638   82144  3218253  39.03
  1948          27     0.00792  0.00789  0.50   81825     646   81502  3136109  38.33
  1948          28     0.00764  0.00761  0.50   81179     618   80870  3054607  37.63
  1948          29     0.00755  0.00752  0.50   80561     606   80258  2973737  36.91
  1948          30     0.00719  0.00717  0.50   79955     573   79669  2893479  36.19
  1948          31     0.00721  0.00718  0.50   79382     570   79097  2813810  35.45
  1948          32     0.00719  0.00716  0.50   78812     565   78530  2734713  34.70
  1948          33     0.00732  0.00730  0.50   78248     571   77962  2656183  33.95
  1948          34     0.00726  0.00723  0.50   77677     562   77396  2578221  33.19
  1948          35     0.00709  0.00706  0.50   77115     545   76843  2500825  32.43
  1948          36     0.00751  0.00748  0.50   76570     573   76284  2423982  31.66
  1948          37     0.00735  0.00732  0.50   75998     556   75720  2347698  30.89
  1948          38     0.00757  0.00754  0.50   75442     569   75157  2271978  30.12
  1948          39     0.00774  0.00771  0.50   74873     577   74584  2196821  29.34
  1948          40     0.00791  0.00788  0.50   74296     586   74003  2122237  28.56
  1948          41     0.00841  0.00837  0.50   73710     617   73402  2048234  27.79
  1948          42     0.00837  0.00834  0.50   73093     609   72788  1974832  27.02
  1948          43     0.00881  0.00878  0.50   72484     636   72166  1902044  26.24
  1948          44     0.00925  0.00921  0.50   71848     661   71517  1829878  25.47
  1948          45     0.00977  0.00972  0.50   71186     692   70840  1758361  24.70
  1948          46     0.01002  0.00997  0.50   70494     703   70143  1687521  23.94
  1948          47     0.01044  0.01039  0.50   69791     725   69429  1617379  23.17
  1948          48     0.01137  0.01131  0.50   69066     781   68676  1547950  22.41
  1948          49     0.01215  0.01208  0.50   68285     825   67873  1479274  21.66
  1948          50     0.01362  0.01353  0.50   67461     913   67004  1411401  20.92
  1948          51     0.01355  0.01346  0.50   66548     896   66100  1344397  20.20
  1948          52     0.01524  0.01513  0.50   65652     993   65156  1278296  19.47
  1948          53     0.01642  0.01628  0.50   64659    1053   64133  1213141  18.76
  1948          54     0.01774  0.01758  0.50   63606    1118   63047  1149008  18.06
  1948          55     0.01899  0.01881  0.50   62488    1175   61900  1085961  17.38
  1948          56     0.01978  0.01959  0.50   61313    1201   60712  1024060  16.70
  1948          57     0.02165  0.02142  0.50   60112    1287   59468   963348  16.03
  1948          58     0.02500  0.02469  0.50   58824    1453   58098   903880  15.37
  1948          59     0.02689  0.02653  0.50   57372    1522   56611   845782  14.74
  1948          60     0.02812  0.02773  0.50   55850    1549   55075   789171  14.13
  1948          61     0.03183  0.03133  0.50   54301    1701   53450   734096  13.52
  1948          62     0.03404  0.03347  0.50   52600    1760   51720   680646  12.94
  1948          63     0.03739  0.03670  0.50   50839    1866   49907   628926  12.37
  1948          64     0.04067  0.03986  0.50   48974    1952   47998   579020  11.82
  1948          65     0.04377  0.04283  0.50   47022    2014   46015   531022  11.29
  1948          66     0.04646  0.04540  0.50   45008    2044   43986   485007  10.78
  1948          67     0.05196  0.05065  0.50   42964    2176   41876   441021  10.26
  1948          68     0.05568  0.05417  0.50   40788    2209   39683   399145   9.79
  1948          69     0.06126  0.05944  0.50   38579    2293   37432   359462   9.32
  1948          70     0.06333  0.06139  0.50   36286    2228   35172   322030   8.87
  1948          71     0.07075  0.06833  0.50   34058    2327   32894   286858   8.42
  1948          72     0.07686  0.07402  0.50   31731    2349   30556   253964   8.00
  1948          73     0.08061  0.07749  0.50   29382    2277   28244   223407   7.60
  1948          74     0.09071  0.08677  0.50   27105    2352   25929   195163   7.20
  1948          75     0.09238  0.08830  0.50   24753    2186   23660   169234   6.84
  1948          76     0.09916  0.09448  0.50   22567    2132   21501   145574   6.45
  1948          77     0.10958  0.10389  0.50   20435    2123   19374   124072   6.07
  1948          78     0.12216  0.11513  0.50   18312    2108   17258   104698   5.72
  1948          79     0.13280  0.12454  0.50   16204    2018   15195    87440   5.40
  1948          80     0.14660  0.13659  0.50   14186    1938   13217    72245   5.09
  1948          81     0.15683  0.14542  0.50   12248    1781   11358    59028   4.82
  1948          82     0.16567  0.15300  0.50   10467    1601    9666    47670   4.55
  1948          83     0.18477  0.16914  0.50    8866    1500    8116    38004   4.29
  1948          84     0.19578  0.17832  0.50    7366    1314    6709    29888   4.06
  1948          85     0.20447  0.18551  0.50    6053    1123    5491    23178   3.83
  1948          86     0.24034  0.21455  0.50    4930    1058    4401    17687   3.59
  1948          87     0.24203  0.21591  0.50    3872     836    3454    13286   3.43
  1948          88     0.25171  0.22357  0.50    3036     679    2697     9832   3.24
  1948          89     0.30266  0.26288  0.50    2357     620    2047     7135   3.03
  1948          90     0.30289  0.26305  0.50    1738     457    1509     5088   2.93
  1948          91     0.32876  0.28235  0.50    1281     362    1100     3579   2.79
  1948          92     0.33446  0.28654  0.50     919     263     787     2479   2.70
  1948          93     0.33306  0.28551  0.50     656     187     562     1692   2.58
  1948          94     0.37729  0.31742  0.50     468     149     394     1130   2.41
  1948          95     0.39882  0.33251  0.50     320     106     267      736   2.30
  1948          96     0.42074  0.34761  0.50     213      74     176      469   2.20
  1948          97     0.44298  0.36266  0.50     139      50     114      293   2.10
  1948          98     0.46545  0.37758  0.50      89      34      72      179   2.01
  1948          99     0.48806  0.39232  0.50      55      22      44      107   1.93
  1948         100     0.51072  0.40683  0.50      34      14      27       62   1.86
  1948         101     0.53334  0.42106  0.50      20       8      16       36   1.79
  1948         102     0.55582  0.43494  0.50      12       5       9       20   1.72
  1948         103     0.57807  0.44845  0.50       7       3       5       11   1.66
  1948         104     0.60002  0.46155  0.50       4       2       3        6   1.61
  1948         105     0.62156  0.47419  0.50       2       1       1        3   1.56
  1948         106     0.64264  0.48636  0.50       1       0       1        2   1.51
  1948         107     0.66318  0.49804  0.50       1       0       0        1   1.47
  1948         108     0.68312  0.50920  0.50       0       0       0        0   1.44
  1948         109     0.70241  0.51984  0.50       0       0       0        0   1.41
  1948         110+    0.72101  1.00000  1.39       0       0       0        0   1.39
  1949           0     0.06946  0.06594  0.23  100000    6594   94932  5598822  55.99
  1949           1     0.01850  0.01833  0.50   93406    1712   92550  5503890  58.92
  1949           2     0.01165  0.01159  0.50   91694    1062   91163  5411339  59.02
  1949           3     0.00693  0.00691  0.50   90632     626   90319  5320177  58.70
  1949           4     0.00494  0.00493  0.50   90006     443   89784  5229858  58.11
  1949           5     0.00376  0.00376  0.50   89562     336   89394  5140074  57.39
  1949           6     0.00274  0.00273  0.50   89226     244   89104  5050680  56.61
  1949           7     0.00217  0.00217  0.50   88982     193   88885  4961576  55.76
  1949           8     0.00175  0.00175  0.50   88789     155   88711  4872691  54.88
  1949           9     0.00152  0.00151  0.50   88633     134   88566  4783980  53.97
  1949          10     0.00131  0.00131  0.50   88499     116   88441  4695413  53.06
  1949          11     0.00130  0.00130  0.50   88383     115   88326  4606972  52.13
  1949          12     0.00123  0.00123  0.50   88268     109   88214  4518647  51.19
  1949          13     0.00132  0.00132  0.50   88160     116   88101  4430433  50.25
  1949          14     0.00139  0.00138  0.50   88043     122   87982  4342331  49.32
  1949          15     0.00166  0.00166  0.50   87922     146   87848  4254349  48.39
  1949          16     0.00223  0.00223  0.50   87775     195   87678  4166500  47.47
  1949          17     0.00288  0.00287  0.50   87580     251   87454  4078823  46.57
  1949          18     0.00355  0.00354  0.50   87328     310   87174  3991369  45.71
  1949          19     0.00438  0.00437  0.50   87019     380   86829  3904195  44.87
  1949          20     0.00532  0.00530  0.50   86639     460   86409  3817366  44.06
  1949          21     0.00573  0.00571  0.50   86179     492   85933  3730957  43.29
  1949          22     0.00656  0.00654  0.50   85687     561   85407  3645024  42.54
  1949          23     0.00683  0.00681  0.50   85126     579   84837  3559617  41.82
  1949          24     0.00716  0.00713  0.50   84547     603   84245  3474780  41.10
  1949          25     0.00713  0.00711  0.50   83944     596   83646  3390535  40.39
  1949          26     0.00701  0.00698  0.50   83347     582   83056  3306889  39.68
  1949          27     0.00685  0.00683  0.50   82765     565   82483  3223833  38.95
  1949          28     0.00670  0.00668  0.50   82200     549   81926  3141350  38.22
  1949          29     0.00688  0.00686  0.50   81651     560   81371  3059425  37.47
  1949          30     0.00635  0.00633  0.50   81091     513   80834  2978054  36.72
  1949          31     0.00647  0.00645  0.50   80578     519   80318  2897219  35.96
  1949          32     0.00628  0.00626  0.50   80058     501   79808  2816901  35.19
  1949          33     0.00647  0.00645  0.50   79557     513   79301  2737094  34.40
  1949          34     0.00651  0.00649  0.50   79044     513   78787  2657793  33.62
  1949          35     0.00667  0.00665  0.50   78531     522   78270  2579006  32.84
  1949          36     0.00662  0.00659  0.50   78009     514   77752  2500736  32.06
  1949          37     0.00681  0.00679  0.50   77494     526   77231  2422984  31.27
  1949          38     0.00694  0.00691  0.50   76968     532   76702  2345753  30.48
  1949          39     0.00715  0.00713  0.50   76436     545   76164  2269051  29.69
  1949          40     0.00723  0.00721  0.50   75891     547   75618  2192887  28.90
  1949          41     0.00766  0.00764  0.50   75344     575   75057  2117270  28.10
  1949          42     0.00793  0.00790  0.50   74769     591   74474  2042213  27.31
  1949          43     0.00824  0.00821  0.50   74178     609   73874  1967739  26.53
  1949          44     0.00862  0.00858  0.50   73570     631   73254  1893866  25.74
  1949          45     0.00889  0.00885  0.50   72938     645   72616  1820612  24.96
  1949          46     0.00948  0.00943  0.50   72293     682   71952  1747996  24.18
  1949          47     0.01037  0.01032  0.50   71611     739   71241  1676044  23.40
  1949          48     0.01054  0.01049  0.50   70872     743   70500  1604803  22.64
  1949          49     0.01164  0.01158  0.50   70129     812   69723  1534302  21.88
  1949          50     0.01208  0.01201  0.50   69317     832   68901  1464579  21.13
  1949          51     0.01362  0.01353  0.50   68485     926   68021  1395679  20.38
  1949          52     0.01366  0.01357  0.50   67558     917   67100  1327657  19.65
  1949          53     0.01532  0.01521  0.50   66642    1013   66135  1260557  18.92
  1949          54     0.01661  0.01648  0.50   65628    1081   65087  1194422  18.20
  1949          55     0.01814  0.01797  0.50   64547    1160   63967  1129335  17.50
  1949          56     0.01926  0.01907  0.50   63387    1209   62782  1065368  16.81
  1949          57     0.02070  0.02049  0.50   62178    1274   61541  1002586  16.12
  1949          58     0.02337  0.02310  0.50   60904    1407   60200   941045  15.45
  1949          59     0.02560  0.02528  0.50   59497    1504   58745   880845  14.80
  1949          60     0.02730  0.02693  0.50   57993    1562   57212   822100  14.18
  1949          61     0.02930  0.02887  0.50   56431    1629   55616   764889  13.55
  1949          62     0.03404  0.03347  0.50   54801    1834   53884   709273  12.94
  1949          63     0.03653  0.03587  0.50   52967    1900   52017   655388  12.37
  1949          64     0.03945  0.03868  0.50   51067    1975   50079   603371  11.82
  1949          65     0.04234  0.04146  0.50   49092    2035   48074   553291  11.27
  1949          66     0.04728  0.04619  0.50   47056    2174   45970   505217  10.74
  1949          67     0.05169  0.05038  0.50   44883    2261   43752   459248  10.23
  1949          68     0.05656  0.05500  0.50   42621    2344   41449   415496   9.75
  1949          69     0.05870  0.05703  0.50   40277    2297   39129   374046   9.29
  1949          70     0.06392  0.06194  0.50   37980    2353   36804   334918   8.82
  1949          71     0.06932  0.06700  0.50   35628    2387   34434   298114   8.37
  1949          72     0.07648  0.07366  0.50   33240    2449   32016   263680   7.93
  1949          73     0.08207  0.07884  0.50   30792    2428   29578   231664   7.52
  1949          74     0.08924  0.08543  0.50   28364    2423   27153   202086   7.12
  1949          75     0.09785  0.09329  0.50   25941    2420   24731   174933   6.74
  1949          76     0.10042  0.09562  0.50   23521    2249   22397   150202   6.39
  1949          77     0.11096  0.10512  0.50   21272    2236   20154   127805   6.01
  1949          78     0.11390  0.10776  0.50   19036    2051   18010   107651   5.66
  1949          79     0.13510  0.12655  0.50   16985    2149   15910    89641   5.28
  1949          80     0.14545  0.13559  0.50   14835    2012   13829    73731   4.97
  1949          81     0.16406  0.15162  0.50   12824    1944   11852    59902   4.67
  1949          82     0.16654  0.15374  0.50   10879    1673   10043    48051   4.42
  1949          83     0.19005  0.17356  0.50    9207    1598    8408    38008   4.13
  1949          84     0.19780  0.17999  0.50    7609    1370    6924    29600   3.89
  1949          85     0.22777  0.20448  0.50    6239    1276    5601    22676   3.63
  1949          86     0.23478  0.21011  0.50    4963    1043    4442    17074   3.44
  1949          87     0.25254  0.22423  0.50    3921     879    3481    12632   3.22
  1949          88     0.29006  0.25332  0.50    3041     770    2656     9151   3.01
  1949          89     0.30423  0.26406  0.50    2271     600    1971     6495   2.86
  1949          90     0.33750  0.28877  0.50    1671     483    1430     4524   2.71
  1949          91     0.35323  0.30021  0.50    1189     357    1010     3094   2.60
  1949          92     0.34049  0.29095  0.50     832     242     711     2084   2.50
  1949          93     0.39004  0.32639  0.50     590     193     494     1373   2.33
  1949          94     0.41372  0.34281  0.50     397     136     329      879   2.21
  1949          95     0.43847  0.35962  0.50     261      94     214      550   2.11
  1949          96     0.46352  0.37631  0.50     167      63     136      336   2.01
  1949          97     0.48877  0.39278  0.50     104      41      84      200   1.92
  1949          98     0.51407  0.40895  0.50      63      26      50      116   1.84
  1949          99     0.53930  0.42476  0.50      37      16      29       66   1.76
  1949         100     0.56433  0.44014  0.50      22       9      17       36   1.69
  1949         101     0.58903  0.45502  0.50      12       5       9       20   1.63
  1949         102     0.61330  0.46937  0.50       7       3       5       10   1.57
  1949         103     0.63701  0.48313  0.50       3       2       3        5   1.52
  1949         104     0.66008  0.49629  0.50       2       1       1        3   1.47
  1949         105     0.68241  0.50881  0.50       1       0       1        1   1.43
  1949         106     0.70394  0.52067  0.50       0       0       0        1   1.39
  1949         107     0.72459  0.53189  0.50       0       0       0        0   1.35
  1949         108     0.74432  0.54245  0.50       0       0       0        0   1.32
  1949         109     0.76311  0.55235  0.50       0       0       0        0   1.30
  1949         110+    0.78092  1.00000  1.28       0       0       0        0   1.28
  1950           0     0.06175  0.05888  0.21  100000    5888   95353  5759087  57.59
  1950           1     0.01434  0.01424  0.50   94112    1340   93442  5663735  60.18
  1950           2     0.01005  0.01000  0.50   92772     928   92308  5570293  60.04
  1950           3     0.00755  0.00753  0.50   91844     691   91498  5477985  59.64
  1950           4     0.00432  0.00431  0.50   91153     393   90956  5386487  59.09
  1950           5     0.00324  0.00323  0.50   90760     293   90613  5295531  58.35
  1950           6     0.00269  0.00269  0.50   90466     243   90345  5204918  57.53
  1950           7     0.00209  0.00209  0.50   90223     189   90129  5114573  56.69
  1950           8     0.00172  0.00171  0.50   90035     154   89957  5024444  55.81
  1950           9     0.00142  0.00142  0.50   89880     128   89816  4934486  54.90
  1950          10     0.00126  0.00125  0.50   89752     113   89696  4844670  53.98
  1950          11     0.00111  0.00111  0.50   89640     100   89590  4754974  53.05
  1950          12     0.00115  0.00115  0.50   89540     103   89489  4665384  52.10
  1950          13     0.00108  0.00108  0.50   89437      96   89389  4575895  51.16
  1950          14     0.00119  0.00119  0.50   89341     106   89288  4486506  50.22
  1950          15     0.00145  0.00145  0.50   89235     130   89170  4397218  49.28
  1950          16     0.00182  0.00182  0.50   89105     162   89024  4308048  48.35
  1950          17     0.00258  0.00258  0.50   88944     229   88829  4219023  47.43
  1950          18     0.00301  0.00301  0.50   88714     267   88581  4130194  46.56
  1950          19     0.00368  0.00367  0.50   88447     325   88285  4041614  45.70
  1950          20     0.00410  0.00409  0.50   88123     360   87943  3953329  44.86
  1950          21     0.00470  0.00469  0.50   87762     411   87557  3865386  44.04
  1950          22     0.00495  0.00494  0.50   87351     431   87135  3777830  43.25
  1950          23     0.00528  0.00526  0.50   86919     457   86691  3690694  42.46
  1950          24     0.00576  0.00575  0.50   86462     497   86214  3604004  41.68
  1950          25     0.00581  0.00579  0.50   85965     498   85716  3517790  40.92
  1950          26     0.00590  0.00588  0.50   85467     502   85216  3432074  40.16
  1950          27     0.00563  0.00561  0.50   84965     477   84727  3346858  39.39
  1950          28     0.00566  0.00565  0.50   84488     477   84250  3262131  38.61
  1950          29     0.00583  0.00581  0.50   84011     488   83767  3177881  37.83
  1950          30     0.00562  0.00561  0.50   83523     468   83289  3094114  37.05
  1950          31     0.00508  0.00507  0.50   83055     421   82844  3010825  36.25
  1950          32     0.00543  0.00542  0.50   82634     448   82410  2927981  35.43
  1950          33     0.00537  0.00536  0.50   82186     440   81966  2845571  34.62
  1950          34     0.00559  0.00558  0.50   81746     456   81518  2763605  33.81
  1950          35     0.00570  0.00568  0.50   81290     462   81059  2682087  32.99
  1950          36     0.00583  0.00582  0.50   80828     470   80593  2601029  32.18
  1950          37     0.00600  0.00598  0.50   80358     481   80117  2520436  31.37
  1950          38     0.00609  0.00607  0.50   79877     485   79635  2440318  30.55
  1950          39     0.00654  0.00652  0.50   79392     518   79133  2360684  29.73
  1950          40     0.00651  0.00649  0.50   78874     512   78619  2281551  28.93
  1950          41     0.00693  0.00691  0.50   78363     541   78092  2202932  28.11
  1950          42     0.00717  0.00715  0.50   77821     556   77543  2124840  27.30
  1950          43     0.00774  0.00771  0.50   77265     596   76967  2047297  26.50
  1950          44     0.00791  0.00788  0.50   76669     604   76367  1970329  25.70
  1950          45     0.00849  0.00846  0.50   76065     643   75744  1893962  24.90
  1950          46     0.00863  0.00859  0.50   75422     648   75098  1818219  24.11
  1950          47     0.00949  0.00945  0.50   74774     706   74421  1743121  23.31
  1950          48     0.01017  0.01012  0.50   74068     749   73693  1668700  22.53
  1950          49     0.01127  0.01121  0.50   73318     822   72908  1595007  21.75
  1950          50     0.01185  0.01178  0.50   72497     854   72070  1522099  21.00
  1950          51     0.01237  0.01230  0.50   71642     881   71202  1450029  20.24
  1950          52     0.01409  0.01399  0.50   70761     990   70266  1378828  19.49
  1950          53     0.01438  0.01428  0.50   69771     996   69273  1308561  18.75
  1950          54     0.01627  0.01614  0.50   68775    1110   68221  1239288  18.02
  1950          55     0.01782  0.01766  0.50   67666    1195   67068  1171067  17.31
  1950          56     0.01929  0.01910  0.50   66471    1270   65836  1103999  16.61
  1950          57     0.02082  0.02060  0.50   65201    1343   64529  1038163  15.92
  1950          58     0.02366  0.02339  0.50   63858    1493   63111   973634  15.25
  1950          59     0.02443  0.02414  0.50   62364    1505   61612   910523  14.60
  1950          60     0.02716  0.02680  0.50   60859    1631   60043   848911  13.95
