Year          Age         mx       qx    ax      lx      dx      Lx       Tx     ex
  1961          73     0.07521  0.07248  0.50   44228    3206   42625   331905   7.50
  1961          74     0.08655  0.08296  0.50   41022    3403   39321   289280   7.05
  1961          75     0.09125  0.08727  0.50   37619    3283   35977   249960   6.64
  1961          76     0.10228  0.09730  0.50   34336    3341   32665   213982   6.23
  1961          77     0.11224  0.10627  0.50   30995    3294   29348   181317   5.85
  1961          78     0.12619  0.11870  0.50   27701    3288   26057   151969   5.49
  1961          79     0.13617  0.12749  0.50   24413    3112   22857   125912   5.16
  1961          80     0.14954  0.13914  0.50   21300    2964   19819   103055   4.84
  1961          81     0.15997  0.14813  0.50   18337    2716   16979    83237   4.54
  1961          82     0.18450  0.16891  0.50   15621    2639   14301    66258   4.24
  1961          83     0.19680  0.17917  0.50   12982    2326   11819    51957   4.00
  1961          84     0.21069  0.19061  0.50   10656    2031    9641    40138   3.77
  1961          85     0.23919  0.21364  0.50    8625    1843    7704    30497   3.54
  1961          86     0.24503  0.21829  0.50    6782    1480    6042    22793   3.36
  1961          87     0.26706  0.23560  0.50    5302    1249    4677    16751   3.16
  1961          88     0.28993  0.25322  0.50    4053    1026    3540    12074   2.98
  1961          89     0.30440  0.26419  0.50    3026     800    2627     8535   2.82
  1961          90     0.31960  0.27557  0.50    2227     614    1920     5908   2.65
  1961          91     0.35852  0.30402  0.50    1613     490    1368     3988   2.47
  1961          92     0.37596  0.31647  0.50    1123     355     945     2620   2.33
  1961          93     0.43879  0.35984  0.50     767     276     629     1675   2.18
  1961          94     0.42789  0.35248  0.50     491     173     405     1045   2.13
  1961          95     0.46098  0.37463  0.50     318     119     259      641   2.01
  1961          96     0.48717  0.39175  0.50     199      78     160      382   1.92
  1961          97     0.51343  0.40855  0.50     121      49      96      222   1.83
  1961          98     0.53962  0.42496  0.50      72      30      56      126   1.76
  1961          99     0.56559  0.44090  0.50      41      18      32       69   1.69
  1961         100     0.59121  0.45632  0.50      23      10      18       37   1.62
  1961         101     0.61634  0.47114  0.50      13       6      10       20   1.56
  1961         102     0.64086  0.48534  0.50       7       3       5       10   1.51
  1961         103     0.66467  0.49887  0.50       3       2       3        5   1.46
  1961         104     0.68767  0.51172  0.50       2       1       1        2   1.42
  1961         105     0.70978  0.52386  0.50       1       0       1        1   1.38
  1961         106     0.73094  0.53530  0.50       0       0       0        1   1.34
  1961         107     0.75109  0.54603  0.50       0       0       0        0   1.31
  1961         108     0.77021  0.55607  0.50       0       0       0        0   1.28
  1961         109     0.78828  0.56542  0.50       0       0       0        0   1.26
  1961         110+    0.80529  1.00000  1.24       0       0       0        0   1.24
  1962           0     0.02978  0.02903  0.12  100000    2903   97460  6620207  66.20
  1962           1     0.00323  0.00323  0.50   97097     313   96941  6522747  67.18
  1962           2     0.00197  0.00197  0.50   96784     190   96689  6425806  66.39
  1962           3     0.00161  0.00161  0.50   96594     156   96516  6329117  65.52
  1962           4     0.00141  0.00141  0.50   96438     136   96370  6232601  64.63
  1962           5     0.00114  0.00114  0.50   96302     110   96247  6136232  63.72
  1962           6     0.00091  0.00091  0.50   96192      87   96148  6039985  62.79
  1962           7     0.00081  0.00081  0.50   96105      78   96066  5943837  61.85
  1962           8     0.00068  0.00068  0.50   96027      65   95995  5847771  60.90
  1962           9     0.00060  0.00060  0.50   95962      57   95934  5751776  59.94
  1962          10     0.00053  0.00053  0.50   95905      51   95880  5655843  58.97
  1962          11     0.00052  0.00052  0.50   95854      50   95829  5559963  58.00
  1962          12     0.00052  0.00052  0.50   95804      50   95779  5464134  57.03
  1962          13     0.00054  0.00054  0.50   95754      52   95728  5368355  56.06
  1962          14     0.00063  0.00063  0.50   95702      60   95672  5272627  55.09
  1962          15     0.00077  0.00077  0.50   95642      73   95605  5176955  54.13
  1962          16     0.00081  0.00081  0.50   95568      77   95530  5081350  53.17
  1962          17     0.00115  0.00115  0.50   95491     110   95436  4985820  52.21
  1962          18     0.00137  0.00137  0.50   95381     130   95316  4890383  51.27
  1962          19     0.00144  0.00144  0.50   95251     137   95182  4795067  50.34
  1962          20     0.00167  0.00167  0.50   95114     158   95034  4699885  49.41
  1962          21     0.00175  0.00175  0.50   94955     166   94872  4604851  48.49
  1962          22     0.00191  0.00191  0.50   94789     181   94698  4509979  47.58
  1962          23     0.00184  0.00184  0.50   94608     174   94521  4415280  46.67
  1962          24     0.00197  0.00196  0.50   94433     185   94341  4320760  45.75
  1962          25     0.00200  0.00200  0.50   94248     188   94154  4226419  44.84
  1962          26     0.00191  0.00191  0.50   94060     179   93970  4132265  43.93
  1962          27     0.00208  0.00207  0.50   93880     195   93783  4038295  43.02
  1962          28     0.00194  0.00194  0.50   93686     182   93595  3944512  42.10
  1962          29     0.00208  0.00208  0.50   93504     194   93407  3850917  41.18
  1962          30     0.00201  0.00201  0.50   93310     187   93216  3757510  40.27
  1962          31     0.00214  0.00213  0.50   93122     199   93023  3664294  39.35
  1962          32     0.00216  0.00216  0.50   92924     200   92823  3571271  38.43
  1962          33     0.00232  0.00231  0.50   92723     214   92616  3478448  37.51
  1962          34     0.00252  0.00252  0.50   92509     233   92392  3385832  36.60
  1962          35     0.00255  0.00255  0.50   92276     235   92158  3293440  35.69
  1962          36     0.00257  0.00257  0.50   92041     236   91923  3201281  34.78
  1962          37     0.00288  0.00287  0.50   91804     264   91673  3109359  33.87
  1962          38     0.00302  0.00301  0.50   91541     276   91403  3017686  32.97
  1962          39     0.00316  0.00315  0.50   91265     288   91121  2926283  32.06
  1962          40     0.00337  0.00336  0.50   90977     306   90824  2835162  31.16
  1962          41     0.00382  0.00381  0.50   90671     345   90498  2744338  30.27
  1962          42     0.00386  0.00386  0.50   90326     348   90152  2653839  29.38
  1962          43     0.00433  0.00432  0.50   89977     389   89783  2563688  28.49
  1962          44     0.00468  0.00467  0.50   89589     419   89380  2473905  27.61
  1962          45     0.00520  0.00519  0.50   89170     463   88939  2384525  26.74
  1962          46     0.00555  0.00553  0.50   88708     491   88462  2295586  25.88
  1962          47     0.00598  0.00596  0.50   88217     526   87954  2207124  25.02
  1962          48     0.00658  0.00655  0.50   87691     575   87404  2119170  24.17
  1962          49     0.00711  0.00708  0.50   87116     617   86808  2031767  23.32
  1962          50     0.00786  0.00783  0.50   86499     678   86161  1944959  22.49
  1962          51     0.00876  0.00872  0.50   85822     748   85448  1858798  21.66
  1962          52     0.00968  0.00964  0.50   85074     820   84664  1773350  20.84
  1962          53     0.01077  0.01072  0.50   84254     903   83802  1688687  20.04
  1962          54     0.01217  0.01209  0.50   83351    1008   82847  1604884  19.25
  1962          55     0.01304  0.01295  0.50   82343    1066   81810  1522037  18.48
  1962          56     0.01409  0.01399  0.50   81277    1137   80708  1440227  17.72
  1962          57     0.01651  0.01637  0.50   80140    1312   79484  1359519  16.96
  1962          58     0.01812  0.01796  0.50   78828    1416   78120  1280035  16.24
  1962          59     0.02001  0.01981  0.50   77412    1533   76646  1201914  15.53
  1962          60     0.02191  0.02167  0.50   75879    1645   75057  1125269  14.83
  1962          61     0.02332  0.02305  0.50   74234    1711   73379  1050212  14.15
  1962          62     0.02624  0.02590  0.50   72523    1878   71584   976834  13.47
  1962          63     0.02879  0.02838  0.50   70645    2005   69643   905249  12.81
  1962          64     0.03207  0.03156  0.50   68640    2166   67557   835607  12.17
  1962          65     0.03470  0.03411  0.50   66474    2268   65340   768050  11.55
  1962          66     0.03888  0.03814  0.50   64207    2449   62982   702709  10.94
  1962          67     0.04332  0.04240  0.50   61758    2619   60449   639727  10.36
  1962          68     0.04777  0.04665  0.50   59139    2759   57760   579278   9.80
  1962          69     0.05241  0.05107  0.50   56380    2879   54941   521519   9.25
  1962          70     0.05845  0.05679  0.50   53501    3038   51982   466578   8.72
  1962          71     0.06256  0.06066  0.50   50463    3061   48932   414596   8.22
  1962          72     0.07222  0.06971  0.50   47401    3304   45749   365664   7.71
  1962          73     0.07950  0.07646  0.50   44097    3372   42411   319915   7.25
  1962          74     0.08567  0.08216  0.50   40725    3346   39053   277503   6.81
  1962          75     0.09796  0.09339  0.50   37380    3491   35634   238451   6.38
  1962          76     0.10791  0.10238  0.50   33889    3470   32154   202817   5.98
  1962          77     0.12137  0.11443  0.50   30419    3481   28679   170663   5.61
  1962          78     0.13229  0.12408  0.50   26938    3343   25267   141984   5.27
  1962          79     0.14437  0.13465  0.50   23596    3177   22007   116717   4.95
  1962          80     0.15715  0.14570  0.50   20419    2975   18931    94710   4.64
  1962          81     0.17372  0.15983  0.50   17444    2788   16050    75779   4.34
  1962          82     0.18973  0.17329  0.50   14655    2540   13386    59729   4.08
  1962          83     0.21420  0.19348  0.50   12116    2344   10944    46343   3.83
  1962          84     0.22094  0.19896  0.50    9772    1944    8800    35400   3.62
  1962          85     0.24672  0.21962  0.50    7828    1719    6968    26600   3.40
  1962          86     0.25784  0.22839  0.50    6108    1395    5411    19632   3.21
  1962          87     0.28225  0.24735  0.50    4713    1166    4130    14221   3.02
  1962          88     0.30866  0.26740  0.50    3548     949    3073    10091   2.84
  1962          89     0.32255  0.27776  0.50    2599     722    2238     7017   2.70
  1962          90     0.34629  0.29518  0.50    1877     554    1600     4779   2.55
  1962          91     0.35595  0.30217  0.50    1323     400    1123     3179   2.40
  1962          92     0.39294  0.32841  0.50     923     303     772     2056   2.23
  1962          93     0.44939  0.36694  0.50     620     228     506     1285   2.07
  1962          94     0.48743  0.39191  0.50     393     154     316      778   1.98
  1962          95     0.48131  0.38795  0.50     239      93     192      463   1.94
  1962          96     0.50781  0.40498  0.50     146      59     117      271   1.85
  1962          97     0.53427  0.42163  0.50      87      37      69      154   1.77
  1962          98     0.56053  0.43783  0.50      50      22      39       85   1.70
  1962          99     0.58646  0.45349  0.50      28      13      22       46   1.63
  1962         100     0.61193  0.46856  0.50      15       7      12       24   1.57
  1962         101     0.63679  0.48300  0.50       8       4       6       12   1.52
  1962         102     0.66094  0.49677  0.50       4       2       3        6   1.47
  1962         103     0.68429  0.50985  0.50       2       1       2        3   1.42
  1962         104     0.70674  0.52221  0.50       1       1       1        1   1.38
  1962         105     0.72823  0.53385  0.50       1       0       0        1   1.34
  1962         106     0.74870  0.54477  0.50       0       0       0        0   1.31
  1962         107     0.76812  0.55498  0.50       0       0       0        0   1.28
  1962         108     0.78647  0.56449  0.50       0       0       0        0   1.26
  1962         109     0.80374  0.57333  0.50       0       0       0        0   1.23
  1962         110+    0.81993  1.00000  1.22       0       0       0        0   1.22
  1963           0     0.02627  0.02567  0.12  100000    2567   97729  6719665  67.20
  1963           1     0.00270  0.00270  0.50   97433     263   97302  6621935  67.96
  1963           2     0.00180  0.00180  0.50   97170     175   97083  6524634  67.15
  1963           3     0.00149  0.00149  0.50   96995     144   96923  6427551  66.27
  1963           4     0.00127  0.00127  0.50   96851     123   96789  6330628  65.36
  1963           5     0.00112  0.00112  0.50   96727     108   96673  6233839  64.45
  1963           6     0.00087  0.00087  0.50   96619      84   96577  6137166  63.52
  1963           7     0.00074  0.00074  0.50   96535      72   96500  6040589  62.57
  1963           8     0.00067  0.00067  0.50   96464      64   96431  5944089  61.62
  1963           9     0.00058  0.00058  0.50   96399      56   96371  5847658  60.66
  1963          10     0.00054  0.00054  0.50   96343      52   96317  5751286  59.70
  1963          11     0.00046  0.00046  0.50   96291      45   96269  5654969  58.73
  1963          12     0.00047  0.00047  0.50   96247      45   96224  5558700  57.75
  1963          13     0.00050  0.00050  0.50   96201      49   96177  5462476  56.78
  1963          14     0.00056  0.00056  0.50   96153      54   96126  5366299  55.81
  1963          15     0.00067  0.00067  0.50   96099      65   96067  5270173  54.84
  1963          16     0.00093  0.00093  0.50   96035      89   95990  5174106  53.88
  1963          17     0.00096  0.00096  0.50   95946      92   95900  5078116  52.93
  1963          18     0.00113  0.00113  0.50   95854     108   95799  4982216  51.98
  1963          19     0.00149  0.00148  0.50   95745     142   95674  4886417  51.04
  1963          20     0.00154  0.00154  0.50   95603     147   95530  4790743  50.11
  1963          21     0.00157  0.00157  0.50   95456     150   95381  4695213  49.19
  1963          22     0.00173  0.00173  0.50   95307     165   95224  4599831  48.26
  1963          23     0.00172  0.00172  0.50   95142     163   95060  4504607  47.35
  1963          24     0.00174  0.00174  0.50   94978     165   94896  4409547  46.43
  1963          25     0.00188  0.00188  0.50   94813     178   94724  4314651  45.51
  1963          26     0.00177  0.00177  0.50   94635     167   94551  4219928  44.59
  1963          27     0.00185  0.00185  0.50   94468     175   94380  4125376  43.67
  1963          28     0.00179  0.00179  0.50   94293     168   94209  4030996  42.75
  1963          29     0.00206  0.00206  0.50   94125     194   94028  3936787  41.83
  1963          30     0.00197  0.00197  0.50   93931     185   93838  3842760  40.91
  1963          31     0.00205  0.00204  0.50   93746     192   93650  3748922  39.99
  1963          32     0.00211  0.00210  0.50   93554     197   93456  3655272  39.07
  1963          33     0.00222  0.00222  0.50   93357     207   93254  3561816  38.15
  1963          34     0.00238  0.00237  0.50   93150     221   93040  3468562  37.24
  1963          35     0.00249  0.00248  0.50   92929     231   92814  3375522  36.32
  1963          36     0.00251  0.00250  0.50   92698     232   92582  3282708  35.41
  1963          37     0.00290  0.00289  0.50   92466     268   92333  3190126  34.50
  1963          38     0.00295  0.00295  0.50   92199     272   92063  3097793  33.60
  1963          39     0.00322  0.00322  0.50   91927     296   91779  3005730  32.70
  1963          40     0.00328  0.00328  0.50   91631     300   91481  2913951  31.80
  1963          41     0.00356  0.00355  0.50   91331     324   91169  2822470  30.90
  1963          42     0.00385  0.00384  0.50   91007     350   90832  2731302  30.01
  1963          43     0.00407  0.00406  0.50   90657     368   90473  2640470  29.13
  1963          44     0.00470  0.00469  0.50   90289     423   90077  2549997  28.24
  1963          45     0.00491  0.00490  0.50   89866     440   89646  2459920  27.37
  1963          46     0.00519  0.00518  0.50   89426     463   89194  2370274  26.51
  1963          47     0.00592  0.00591  0.50   88962     526   88700  2281080  25.64
  1963          48     0.00629  0.00627  0.50   88437     555   88160  2192380  24.79
  1963          49     0.00718  0.00715  0.50   87882     629   87568  2104220  23.94
  1963          50     0.00736  0.00734  0.50   87254     640   86934  2016652  23.11
  1963          51     0.00842  0.00839  0.50   86613     727   86250  1929719  22.28
  1963          52     0.00920  0.00915  0.50   85887     786   85494  1843469  21.46
  1963          53     0.01033  0.01028  0.50   85101     875   84663  1757975  20.66
  1963          54     0.01130  0.01124  0.50   84226     947   83753  1673312  19.87
  1963          55     0.01250  0.01243  0.50   83279    1035   82762  1589559  19.09
  1963          56     0.01371  0.01362  0.50   82244    1120   81684  1506797  18.32
  1963          57     0.01498  0.01487  0.50   81124    1207   80521  1425113  17.57
  1963          58     0.01731  0.01716  0.50   79918    1371   79232  1344592  16.82
  1963          59     0.01878  0.01860  0.50   78547    1461   77816  1265360  16.11
  1963          60     0.02070  0.02049  0.50   77085    1579   76296  1187544  15.41
  1963          61     0.02278  0.02252  0.50   75506    1700   74656  1111248  14.72
  1963          62     0.02510  0.02479  0.50   73806    1830   72891  1036592  14.04
  1963          63     0.02753  0.02715  0.50   71976    1954   70999   963701  13.39
  1963          64     0.03009  0.02964  0.50   70021    2076   68984   892702  12.75
  1963          65     0.03437  0.03379  0.50   67946    2296   66798   823719  12.12
  1963          66     0.03611  0.03547  0.50   65650    2328   64486   756921  11.53
  1963          67     0.04035  0.03955  0.50   63322    2505   62070   692435  10.94
  1963          68     0.04381  0.04287  0.50   60817    2607   59514   630365  10.36
  1963          69     0.04883  0.04767  0.50   58210    2775   56823   570851   9.81
  1963          70     0.05365  0.05225  0.50   55435    2896   53987   514029   9.27
  1963          71     0.05887  0.05718  0.50   52539    3004   51037   460042   8.76
  1963          72     0.06394  0.06196  0.50   49535    3069   48000   409005   8.26
  1963          73     0.07330  0.07071  0.50   46465    3285   44823   361005   7.77
  1963          74     0.08103  0.07787  0.50   43180    3362   41499   316182   7.32
  1963          75     0.08690  0.08328  0.50   39817    3316   38159   274684   6.90
  1963          76     0.09826  0.09366  0.50   36501    3419   34792   236524   6.48
  1963          77     0.10764  0.10214  0.50   33083    3379   31393   201732   6.10
  1963          78     0.11925  0.11254  0.50   29704    3343   28032   170339   5.73
  1963          79     0.12998  0.12205  0.50   26361    3217   24752   142307   5.40
  1963          80     0.14152  0.13216  0.50   23143    3059   21614   117555   5.08
  1963          81     0.15547  0.14425  0.50   20085    2897   18636    95941   4.78
  1963          82     0.16996  0.15664  0.50   17187    2692   15841    77305   4.50
  1963          83     0.17685  0.16249  0.50   14495    2355   13317    61464   4.24
  1963          84     0.20270  0.18405  0.50   12140    2234   11023    48146   3.97
  1963          85     0.21419  0.19347  0.50    9905    1916    8947    37124   3.75
  1963          86     0.23906  0.21354  0.50    7989    1706    7136    28176   3.53
  1963          87     0.23992  0.21422  0.50    6283    1346    5610    21040   3.35
  1963          88     0.27961  0.24532  0.50    4937    1211    4332    15430   3.13
  1963          89     0.27940  0.24515  0.50    3726     913    3269    11099   2.98
  1963          90     0.32295  0.27805  0.50    2813     782    2422     7829   2.78
  1963          91     0.34633  0.29521  0.50    2031     599    1731     5408   2.66
  1963          92     0.33935  0.29013  0.50    1431     415    1223     3677   2.57
  1963          93     0.36503  0.30869  0.50    1016     314     859     2453   2.42
  1963          94     0.39980  0.33319  0.50     702     234     585     1594   2.27
  1963          95     0.42723  0.35203  0.50     468     165     386     1009   2.15
  1963          96     0.45193  0.36863  0.50     303     112     248      623   2.05
  1963          97     0.47688  0.38507  0.50     192      74     155      376   1.96
  1963          98     0.50194  0.40124  0.50     118      47      94      221   1.88
  1963          99     0.52700  0.41709  0.50      71      29      56      127   1.80
  1963         100     0.55191  0.43255  0.50      41      18      32       71   1.73
  1963         101     0.57657  0.44755  0.50      23      10      18       39   1.66
  1963         102     0.60086  0.46205  0.50      13       6      10       21   1.60
  1963         103     0.62466  0.47599  0.50       7       3       5       11   1.55
  1963         104     0.64787  0.48935  0.50       4       2       3        5   1.50
  1963         105     0.67040  0.50210  0.50       2       1       1        3   1.45
  1963         106     0.69217  0.51421  0.50       1       0       1        1   1.41
  1963         107     0.71313  0.52569  0.50       0       0       0        1   1.37
  1963         108     0.73320  0.53652  0.50       0       0       0        0   1.34
  1963         109     0.75236  0.54670  0.50       0       0       0        0   1.31
  1963         110+    0.77058  1.00000  1.30       0       0       0        0   1.30
  1964           0     0.02338  0.02291  0.11  100000    2291   97956  6764091  67.64
  1964           1     0.00250  0.00250  0.50   97709     244   97587  6666134  68.22
  1964           2     0.00162  0.00162  0.50   97465     157   97386  6568547  67.39
  1964           3     0.00132  0.00132  0.50   97308     128   97244  6471161  66.50
  1964           4     0.00109  0.00109  0.50   97180     106   97127  6373917  65.59
  1964           5     0.00093  0.00093  0.50   97074      91   97028  6276790  64.66
  1964           6     0.00086  0.00086  0.50   96983      83   96941  6179762  63.72
  1964           7     0.00080  0.00080  0.50   96900      77   96861  6082821  62.77
  1964           8     0.00069  0.00069  0.50   96823      67   96789  5985959  61.82
  1964           9     0.00056  0.00056  0.50   96756      54   96729  5889170  60.87
  1964          10     0.00052  0.00052  0.50   96702      50   96676  5792441  59.90
  1964          11     0.00050  0.00050  0.50   96651      48   96627  5695765  58.93
  1964          12     0.00045  0.00045  0.50   96603      44   96581  5599138  57.96
  1964          13     0.00050  0.00050  0.50   96559      48   96535  5502557  56.99
  1964          14     0.00051  0.00051  0.50   96511      49   96486  5406022  56.01
  1964          15     0.00066  0.00066  0.50   96462      64   96430  5309535  55.04
  1964          16     0.00099  0.00099  0.50   96398      95   96351  5213105  54.08
  1964          17     0.00115  0.00115  0.50   96303     111   96247  5116754  53.13
  1964          18     0.00111  0.00111  0.50   96192     106   96139  5020507  52.19
  1964          19     0.00134  0.00134  0.50   96086     129   96022  4924368  51.25
  1964          20     0.00150  0.00150  0.50   95957     144   95885  4828346  50.32
  1964          21     0.00144  0.00144  0.50   95813     138   95744  4732461  49.39
  1964          22     0.00168  0.00168  0.50   95675     161   95594  4636717  48.46
  1964          23     0.00167  0.00167  0.50   95514     159   95435  4541123  47.54
  1964          24     0.00180  0.00180  0.50   95355     172   95269  4445689  46.62
  1964          25     0.00172  0.00172  0.50   95183     163   95102  4350419  45.71
  1964          26     0.00180  0.00180  0.50   95020     171   94934  4255318  44.78
  1964          27     0.00175  0.00175  0.50   94849     166   94766  4160384  43.86
  1964          28     0.00181  0.00181  0.50   94683     172   94597  4065618  42.94
  1964          29     0.00180  0.00180  0.50   94511     170   94426  3971021  42.02
  1964          30     0.00186  0.00185  0.50   94342     175   94254  3876594  41.09
  1964          31     0.00199  0.00198  0.50   94167     187   94073  3782340  40.17
  1964          32     0.00200  0.00200  0.50   93980     188   93886  3688267  39.25
  1964          33     0.00213  0.00213  0.50   93792     200   93692  3594381  38.32
  1964          34     0.00215  0.00215  0.50   93592     201   93492  3500688  37.40
  1964          35     0.00238  0.00237  0.50   93391     222   93280  3407197  36.48
  1964          36     0.00250  0.00250  0.50   93169     233   93053  3313916  35.57
  1964          37     0.00272  0.00272  0.50   92937     253   92810  3220863  34.66
  1964          38     0.00290  0.00290  0.50   92684     268   92550  3128053  33.75
  1964          39     0.00316  0.00316  0.50   92415     292   92270  3035503  32.85
  1964          40     0.00328  0.00328  0.50   92124     302   91973  2943234  31.95
  1964          41     0.00365  0.00364  0.50   91822     335   91655  2851261  31.05
  1964          42     0.00374  0.00374  0.50   91488     342   91317  2759606  30.16
  1964          43     0.00402  0.00401  0.50   91146     366   90963  2668289  29.28
  1964          44     0.00449  0.00448  0.50   90780     406   90577  2577327  28.39
  1964          45     0.00460  0.00459  0.50   90374     415   90166  2486750  27.52
  1964          46     0.00517  0.00515  0.50   89959     464   89727  2396584  26.64
  1964          47     0.00547  0.00545  0.50   89495     488   89251  2306857  25.78
  1964          48     0.00604  0.00602  0.50   89007     536   88739  2217606  24.91
  1964          49     0.00686  0.00684  0.50   88471     605   88169  2128866  24.06
  1964          50     0.00720  0.00717  0.50   87866     630   87551  2040698  23.23
  1964          51     0.00813  0.00810  0.50   87236     706   86883  1953147  22.39
  1964          52     0.00913  0.00909  0.50   86530     787   86136  1866264  21.57
  1964          53     0.00990  0.00985  0.50   85743     845   85321  1780127  20.76
  1964          54     0.01122  0.01116  0.50   84898     948   84424  1694807  19.96
  1964          55     0.01247  0.01239  0.50   83951    1040   83431  1610382  19.18
  1964          56     0.01308  0.01300  0.50   82911    1078   82372  1526952  18.42
  1964          57     0.01516  0.01505  0.50   81833    1232   81217  1444580  17.65
  1964          58     0.01684  0.01670  0.50   80601    1346   79928  1363363  16.91
  1964          59     0.01847  0.01830  0.50   79255    1451   78530  1283435  16.19
  1964          60     0.01985  0.01966  0.50   77805    1530   77040  1204905  15.49
  1964          61     0.02208  0.02183  0.50   76275    1665   75443  1127865  14.79
  1964          62     0.02463  0.02433  0.50   74610    1815   73702  1052422  14.11
  1964          63     0.02697  0.02661  0.50   72795    1937   71826   978720  13.44
  1964          64     0.03007  0.02962  0.50   70857    2099   69808   906894  12.80
  1964          65     0.03249  0.03197  0.50   68758    2198   67659   837086  12.17
  1964          66     0.03602  0.03539  0.50   66560    2355   65383   769427  11.56
  1964          67     0.03872  0.03798  0.50   64205    2439   62986   704044  10.97
  1964          68     0.04410  0.04315  0.50   61766    2665   60434   641058  10.38
  1964          69     0.04856  0.04741  0.50   59101    2802   57700   580625   9.82
  1964          70     0.05463  0.05318  0.50   56299    2994   54802   522924   9.29
  1964          71     0.05963  0.05791  0.50   53305    3087   51762   468122   8.78
  1964          72     0.06534  0.06327  0.50   50219    3177   48630   416360   8.29
  1964          73     0.06978  0.06743  0.50   47041    3172   45455   367730   7.82
  1964          74     0.07902  0.07602  0.50   43870    3335   42202   322275   7.35
  1964          75     0.08871  0.08494  0.50   40535    3443   38813   280073   6.91
  1964          76     0.09463  0.09035  0.50   37092    3351   35416   241259   6.50
  1964          77     0.10987  0.10415  0.50   33740    3514   31983   205843   6.10
  1964          78     0.11544  0.10914  0.50   30226    3299   28577   173860   5.75
  1964          79     0.13099  0.12294  0.50   26928    3311   25272   145283   5.40
  1964          80     0.14344  0.13384  0.50   23617    3161   22037   120011   5.08
  1964          81     0.15194  0.14121  0.50   20456    2889   19012    97974   4.79
  1964          82     0.17116  0.15766  0.50   17568    2770   16183    78962   4.49
  1964          83     0.18442  0.16885  0.50   14798    2499   13548    62780   4.24
  1964          84     0.19496  0.17765  0.50   12299    2185   11207    49231   4.00
  1964          85     0.21823  0.19676  0.50   10114    1990    9119    38024   3.76
  1964          86     0.23269  0.20844  0.50    8124    1693    7277    28905   3.56
  1964          87     0.24898  0.22141  0.50    6431    1424    5719    21628   3.36
  1964          88     0.25755  0.22817  0.50    5007    1142    4436    15909   3.18
  1964          89     0.28336  0.24820  0.50    3865     959    3385    11473   2.97
  1964          90     0.31922  0.27528  0.50    2905     800    2505     8088   2.78
  1964          91     0.33550  0.28730  0.50    2106     605    1803     5583   2.65
  1964          92     0.35760  0.30336  0.50    1501     455    1273     3780   2.52
  1964          93     0.38980  0.32622  0.50    1045     341     875     2507   2.40
  1964          94     0.38042  0.31962  0.50     704     225     592     1632   2.32
  1964          95     0.42400  0.34983  0.50     479     168     395     1040   2.17
  1964          96     0.44839  0.36627  0.50     312     114     255      645   2.07
  1964          97     0.47303  0.38255  0.50     197      76     160      390   1.98
  1964          98     0.49781  0.39859  0.50     122      49      98      230   1.89
  1964          99     0.52259  0.41433  0.50      73      30      58      133   1.81
  1964         100     0.54727  0.42969  0.50      43      18      34       75   1.74
  1964         101     0.57171  0.44462  0.50      24      11      19       41   1.67
  1964         102     0.59581  0.45906  0.50      14       6      10       22   1.61
  1964         103     0.61946  0.47297  0.50       7       3       6       11   1.56
  1964         104     0.64255  0.48631  0.50       4       2       3        6   1.51
  1964         105     0.66500  0.49906  0.50       2       1       1        3   1.46
  1964         106     0.68673  0.51120  0.50       1       1       1        1   1.42
  1964         107     0.70766  0.52271  0.50       0       0       0        1   1.38
  1964         108     0.72776  0.53359  0.50       0       0       0        0   1.35
  1964         109     0.74696  0.54385  0.50       0       0       0        0   1.32
  1964         110+    0.76525  1.00000  1.31       0       0       0        0   1.31
  1965           0     0.02200  0.02158  0.10  100000    2158   98067  6767689  67.68
  1965           1     0.00229  0.00228  0.50   97842     223   97731  6669622  68.17
  1965           2     0.00159  0.00159  0.50   97619     155   97541  6571891  67.32
  1965           3     0.00121  0.00121  0.50   97464     118   97405  6474350  66.43
  1965           4     0.00112  0.00112  0.50   97345     109   97291  6376945  65.51
  1965           5     0.00091  0.00091  0.50   97236      89   97192  6279655  64.58
  1965           6     0.00077  0.00077  0.50   97147      74   97110  6182463  63.64
  1965           7     0.00076  0.00076  0.50   97073      74   97036  6085352  62.69
  1965           8     0.00063  0.00063  0.50   96999      61   96969  5988316  61.74
  1965           9     0.00048  0.00048  0.50   96938      47   96915  5891347  60.77
  1965          10     0.00047  0.00047  0.50   96891      46   96869  5794432  59.80
  1965          11     0.00045  0.00045  0.50   96846      44   96824  5697564  58.83
  1965          12     0.00044  0.00044  0.50   96802      43   96781  5600740  57.86
  1965          13     0.00046  0.00046  0.50   96759      45   96737  5503959  56.88
  1965          14     0.00056  0.00056  0.50   96714      54   96687  5407222  55.91
  1965          15     0.00062  0.00062  0.50   96660      60   96630  5310535  54.94
  1965          16     0.00090  0.00090  0.50   96600      87   96557  5213905  53.97
  1965          17     0.00103  0.00103  0.50   96514      99   96464  5117348  53.02
  1965          18     0.00110  0.00110  0.50   96414     106   96362  5020884  52.08
  1965          19     0.00113  0.00113  0.50   96309     109   96254  4924522  51.13
  1965          20     0.00130  0.00130  0.50   96200     125   96138  4828268  50.19
  1965          21     0.00149  0.00149  0.50   96075     143   96003  4732130  49.25
  1965          22     0.00149  0.00149  0.50   95932     143   95860  4636127  48.33
  1965          23     0.00153  0.00153  0.50   95789     147   95716  4540266  47.40
